x,y,q
0.1,0.1,0.1
2.472169279240153,3.627144675317196,0.31206620471469115
3.9995617742355467,15.812451325594816,0.0167602856161367
2.400210310919787,14.301678189965022,0.33479207290560814
-3.828526317297347,16.035372775546442,0.22927129556185555
3.9775028589711847,5.601321441042239,0.2586301249938473
2.359866626791013,0.3643954715319254,1.6777438484858587
3.014877237146754,1.2055830436714174,0.9547749871274975
3.944460299059715,4.423004715794014,0.23502434683843934
3.992164499923076,3.0341718873880588,0.5899242481400534
3.8783217842795867,15.594879640387209,0.23392804368141867
3.9896899481606805,4.033931191821857,0.1659508954128777
3.900105113512695,5.161489330110317,0.15527157955665855
3.9974577744196838,16.99690383417997,1.2673872208639874
-1.1083494636835596,7.990099826338739,0.7069170607262747
-1.2287291370378621,1.5051670529352155,1.7421069282296529
-1.7544516856989618,16.73425042777095,1.4780784031519845
-3.238681116187104,3.9262890295103747,1.6350542112814423
-0.6925839967066485,2.028555440646783,0.3987064656709574
3.9577871673137697,1.7263005484703842,1.7361142777253318
3.7558627682534604,16.16873900819626,1.1780474626890822
3.900999413776375,0.9047484503460013,0.08427526234329333
-3.7405450703031633,7.247759397914242,1.3924236423720895
3.9681956121563906,7.318078186697704,1.271549953031169
-3.9918344544474316,3.013052622849177,1.8572782056265555
1.8531555326401998,1.1232415783742424,1.8916138675305518
-3.0883007750114206,7.855020205123954,0.7674529495624719
-3.9037473542540218,3.7443543855264743,0.7765204654314963
2.1246271700206796,15.322978544615589,0.32252514859933135
-1.7977330538297338,14.859121747052974,0.4727556622884167
3.9215073401394984,2.4976186684015427,1.5963251595206733
2.6065706407263747,7.552407657659742,0.8607663122150423
3.9832306232498222,1.4007703106853564,1.5356077925841893
-3.296992532389517,3.62339177208122,0.528073107586178
2.511127360380666,1.6883772616982788,1.6184216311578667
2.027659520556951,15.721515516726864,1.408839933685882
3.5401641354599334,17.04964941096235,1.4008657773397164
2.359887215793194,16.680544746610625,1.3860968222607253
3.9958256104701984,5.876152848727747,0.09486662334114702
3.583236742292386,8.882582964523174,1.7772829952812863
3.9269384813838086,0.8188295102236112,1.0274849703409066
-3.8490018281184892,12.704405690596081,1.5952351271135141
1.2698612404173228,2.995286523905147,1.6829694214035686
-1.612492224682659,9.806332151868858,0.7013366962384947
3.419218595272733,2.5090063578996857,0.2634495394515449
-3.992517648302398,1.4802702393673213,1.4651968776051436
3.1243060770158633,7.4088377203016265,1.4445911528687805
3.4764232582234045,16.49985037132186,1.0227233004101743
2.06948442338022,15.306720103283936,0.8164272841234906
-3.5311407671068227,1.2235950847759498,0.44435772674667384
-1.335181177473546,14.36049876382961,1.6436125836134148
-3.3850268539980033,15.555983049924558,0.27396057915559924
-1.2213433852052744,3.6994742525100475,1.8293415725294553
3.5108593396152328,3.4098669006739404,1.5987820578505425
3.8973664166713187,0.020931757638552907,0.19116450413962635
3.9874947847801026,14.611356833651612,0.020872114952600183
3.9886652855664657,0.09912574323950221,0.17274151802941853
3.847857746390877,15.61376077387365,0.25625633827043937
-3.999848086608461,1.3607685389536437,1.8669585526767616
-0.368762993655988,17.151339957957628,1.3756124185733494
-2.4608224938781857,14.504483862129849,0.21618404270379776
-1.4844323399170405,12.766798356725669,0.8803063412464327
-1.4306173696319566,0.5459910547532958,1.7079063129465841
3.9469185329608436,14.858634489426013,0.5716722722593016
-2.7891912518218196,15.956843692677698,1.4619306178135147
-0.5486013024589905,15.967898396142667,1.0689795499338866
3.5598064514396577,13.255817714447355,0.4761254825804877
3.8159702815651038,11.102183498466138,0.6439385507625159
3.949169826763358,15.303765950291334,0.19014043419745083
3.91577054404689,10.297189285035211,1.0068899643280351
-3.317173527578549,0.09426358122451173,0.6183053128980023
3.658237373443292,-0.033424465677169904,0.4821252223875454
3.7751304486735764,14.092787388676518,1.5718317509728257
-3.0397024357270412,1.007780448735246,0.3222317770808959
2.789651693021695,11.693071044859767,1.6210630358574845
-1.7175857604231655,16.53580383660069,1.5465026509790725
2.815121371878888,7.860755460312322,0.30809148025222255
3.121357940113633,0.6112531035701317,1.8671116710449345
-2.335697566278688,3.7384699724397112,0.8633466381352976
-1.554455864848374,3.5226442392484043,0.7461786515915964
-3.739737213867312,14.681917661393207,1.7735089250529694
0.8888223728658141,0.8104951120404176,0.775914573456828
0.6720517123416155,0.7372194821193527,1.8770100654378323
3.985861881991225,15.69726177330739,0.028236316756940556
-0.47364582666017735,-0.3781888318847052,1.6828127251432399
3.9982865483323016,-0.4379668390157794,1.7405959864744147
-3.994710532721262,17.095390431302103,1.4594476562539984
-2.836008074737863,3.0583411548157295,1.5758924988322605
2.6637875104112636,15.355160327555872,1.0462140803806255
-2.7186930016617463,2.307966299526468,1.6236228067123273
1.8900042697286088,6.707007886760271,0.9309556772652109
-1.8401761334661515,4.150996148767241,0.6691553501311164
3.926111783588655,14.446936563040007,0.31121334446001586
3.8860816910392484,7.226306436385506,0.6989968267355892
-3.013655848613641,12.892028053959848,0.6404349731803209
3.9642958003449102,14.955785294934685,0.09020914973874396
-0.48520661920881997,12.126275582359067,0.5835854608144513
2.9453066138558297,14.122008255155784,0.17162363551695067
3.0505848346123217,5.155241502800548,1.5555840358866688
-2.4781008932044553,16.9136376650985,1.628009946881609
3.916070966064998,13.918823713483553,0.24565740403349018
-2.6502878421432876,16.203596439150964,1.244588491087526
0.9652607294867287,7.177617858608261,0.3197618522215242
3.9815889545012113,6.548783682125813,0.06185682330345571
3.1319114790087124,16.65543554096869,1.4868674174431367
0.11888130894497533,0.020515596374649447,1.349372408433573
-3.6938019408221945,16.542848773673505,1.420757161008685
3.8170792160324885,15.247940992507043,1.303086102906455
-1.6179453750337098,3.8103571542607964,1.0176053561877703
3.957646055538366,7.467426541324627,0.18719657440559548
3.9776990624868964,15.849593378531017,0.17684843404624265
-1.3784851297866638,0.781145915822931,0.40945375076834234
-3.6534253225132405,6.361496614458772,1.48707338338642
3.7331554820563544,12.833565664279753,1.5003066011169595
1.311001824362967,5.742552075243793,1.0904593898267925
-3.998894353909245,15.574797975198708,0.47941403993897824
0.1242100255069757,3.4147318652803187,0.7196521332029453
1.430379893946157,0.19303504167741464,1.718718323756611
-3.9998596503209107,5.70444121539699,0.8402762530291258
3.7106760679589503,-0.010266671405664743,0.4766867634187728
0.801729139421081,15.761672761169017,0.576085608972545
3.929729787750208,10.951928621047983,0.08097351353633099
-3.1422832700390453,1.3896452083416555,1.684342973900054
0.436609340403844,0.030389348484170752,0.4899475578616638
1.920203981916682,14.219342492336215,1.5325568005623103
3.852487287705559,0.40665845682345314,0.43943750617182714
0.517938132922066,0.10626808541112145,1.4086000268112273
3.992695222796059,0.007413074763444618,0.07185815675203006
3.997648326254193,3.7385684917923916,0.5569674930275457
2.9805608695883943,1.1096548925894056,1.4775380010460641
2.851615991809007,2.334992813445855,0.4482512363281219
-3.03765853503741,0.7010368246783283,0.5164219419410148
3.8800471999931507,15.822236974757415,0.2690209436750631
-2.657457249903712,1.627149370911541,1.7175349665092914
-3.938517689409001,3.1881978256879004,0.984731618648758
-3.9905131174935917,4.257446417764801,1.8477222851588613
3.9198358808443325,14.65541677097181,0.20465201984757495
-3.192216659832186,1.5907521834902718,0.2705833414912412
-0.8409554822481993,0.6551756024573067,0.5569050011909268
3.958581387784572,9.3681958962577,0.3858693543712906
2.6418958079107338,0.6300844204891237,1.7164144838884832
-3.8464022154648645,15.69050856946037,0.4236744531318316
-1.4396911264358871,0.9903977327842446,1.1955198183945865
3.7323992304571885,8.283979666489236,1.196561116822143
