t,x,y,z
0.0,17.67715816276679,12.931379185960404,43.91404334248268
0.01,17.081047370898506,9.969693401418118,44.721811108597365
0.02,16.26002936698441,7.067622912977976,44.94118858645374
0.03,15.25089419827541,4.358850103395524,44.64225873268058
0.04,14.093302572459645,1.9331859960677287,43.918253654720814
0.05,12.832122219467571,-0.14909407619779813,42.877060143303595
0.06,11.510370713761024,-1.875137366585299,41.62420587812997
0.07,10.167947055105547,-3.2510441574932836,40.25314300707374
0.08,8.837796204767821,-4.310731989973325,38.83855208265705
0.09,7.547373655893154,-5.093618313517666,37.43605354607714
0.1,6.316708248109998,-5.64729170502523,36.08393355288187
0.11,5.159554346043433,-6.015766025210795,34.80438136711801
0.12,4.084801501791452,-6.241744926414583,33.609691216044034
0.13,3.096019284037494,-6.360231658230133,32.50245930995189
0.14,2.1938739859842307,-6.402709205820318,31.481142273939145
0.15,1.376081621680005,-6.392627306196388,30.54037412370849
0.16,0.6385063661230963,-6.350625206969681,29.67360197750568
0.17,-0.02414154006203173,-6.291672127066914,28.873582010400163
0.18,-0.6176979349309771,-6.227676579068247,28.133871559601697
0.19,-1.1491355807895038,-6.167778078966258,27.44746468605066
0.2,-1.624528106241354,-6.118645855249035,26.80938339442901
0.21,-2.0511059685765,-6.085290990400554,26.214390964029853
0.22,-2.4348400724590906,-6.070896776865564,25.658985027848107
0.23,-2.781618064529969,-6.078197541940256,25.140057809370944
0.24,-3.0981601623406516,-6.108191943414284,24.654727209814265
0.25,-3.388284183718522,-6.162323853196608,24.201951139397273
0.26,-3.656583951516481,-6.24159889312648,23.780467647436144
0.27,-3.9096983718636547,-6.345117906649356,23.388772582205284
0.28,-4.150122811478776,-6.473159205548988,23.027253466701023
0.29,-4.379948086942005,-6.626169249745846,22.69645473099206
0.3,-4.60327927723374,-6.803741451449945,22.396415162714145
0.31,-4.825879188944868,-7.0040840745182615,22.12714822945892
0.32,-5.0485102007547376,-7.226921460574113,21.890266869687082
0.33,-5.271760002945256,-7.472041372557019,21.687433915731127
0.34,-5.496216285798335,-7.739231573406499,21.520312199923566
0.35000000000000003,-5.72462013381712,-8.027624056657741,21.39036115872696
0.36,-5.9621541191424425,-8.334559385918112,21.299022421363322
0.37,-6.208419059607839,-8.658098730650257,21.248463676822233
0.38,-6.4627692652106346,-8.99635735643266,21.240880156480063
0.39,-6.724559045948157,-9.347450528843805,21.278467091713182
0.4,-6.993142711817733,-9.709493513462176,21.363419713897958
0.41000000000000003,-7.2704630228066245,-10.079611733000238,21.49868729560306
0.42,-7.558053471271626,-10.452754136939763,21.686277588269693
0.43,-7.853895111531984,-10.823907180399203,21.926697883921857
0.44,-8.15596333700324,-11.188058354949252,22.220453427811
0.45,-8.462258220770359,-11.540182534074484,22.568093579642834
0.46,-8.77267229239911,-11.873672982821544,22.973132011215853
0.47000000000000003,-9.0850079546533,-12.18102157707907,23.434003930181674
0.48,-9.395292092902663,-12.455238009752314,23.945705114852878
0.49,-9.69955159251694,-12.689331973746537,24.503231343542044
0.5,-9.993859572771372,-12.876067979848283,25.101844675175986
0.51,-10.274967450386535,-13.004779631371154,25.739730376655512
0.52,-10.538682591313334,-13.07020464177846,26.407282579806537
0.53,-10.78041641011703,-13.069235603752169,27.092288758837164
0.54,-10.995580321362889,-12.998765109974242,27.782536387955474
0.55,-11.178573404820243,-12.851855785719058,28.46693413806231
0.56,-11.324632430930874,-12.624983803848016,29.13449459038985
0.5700000000000001,-11.431821622161536,-12.32550203449969,29.77185721833908
0.58,-11.498242927962135,-11.960907542860351,30.365625887243546
0.59,-11.521746268850679,-11.538244799950395,30.90236003724704
0.6,-11.498230615476011,-11.060505084322909,31.37058157962217
0.61,-11.428796559712616,-10.538826805434912,31.764739017291866
0.62,-11.316009734112212,-9.986834393238105,32.08014709426722
0.63,-11.161178111073411,-9.41715144185985,32.31090776610561
0.64,-10.96471232423434,-8.83953731988276,32.45323436652807
0.65,-10.732156956138605,-8.265561321378788,32.51144145100091
0.66,-10.469343465113129,-7.7069587436011275,32.49021141169712
0.67,-10.179912144598854,-7.1744124652200245,32.39137523528061
0.68,-9.868260990136552,-6.674134399195724,32.22057908779428
0.6900000000000001,-9.540603168436192,-6.211208261268982,31.98700158051006
0.7000000000000001,-9.203021558412356,-5.790950542226615,31.699291045298004
0.71,-8.86022773823487,-5.417779986863202,31.36285222627132
0.72,-8.51658766657479,-5.09129625330565,30.985479477052838
0.73,-8.176542847906694,-4.810544999839803,30.575567230012098
0.74,-7.8446448058980325,-4.574823709043674,30.141214690585855
0.75,-7.525212531459573,-4.384195044216671,29.68742860201202
0.76,-7.22032496801376,-4.235810527510721,29.218878637625973
0.77,-6.931763600200867,-4.126326977007249,28.74049944571637
0.78,-6.661309912661171,-4.0524012107876795,28.25722567457187
0.79,-6.410946240636732,-4.01115383446365,27.773511032488106
0.8,-6.1823249496685575,-4.000909544631118,27.291645227683027
0.81,-5.975812534890261,-4.019076264280911,26.813913031972127
0.8200000000000001,-5.791716726487997,-4.062987223365498,26.342648270216444
0.8300000000000001,-5.630332289783289,-4.130079252391236,25.88017549393237
0.84,-5.491683463729884,-4.219013721693347,25.42839796850977
0.85,-5.375572003267494,-4.328496103570693,24.988638437307458
0.86,-5.2817972704068525,-4.457085275552368,24.56217765462372
0.87,-5.210158627158695,-4.603340115167466,24.15029637475684
0.88,-5.160006779870784,-4.76655202921886,23.754533279066163
0.89,-5.130492761716651,-4.946928219747821,23.37646630127935
0.9,-5.12145767467378,-5.143948069328834,23.0172255765713
0.91,-5.132749572566578,-5.357081607944053,22.67793698770401
0.92,-5.16421650921945,-5.585798865575629,22.35972641743948
0.93,-5.215696522129204,-5.829605307446924,22.063732665515435
0.9400000000000001,-5.286344005017426,-6.0903743144663816,21.79213485050184
0.9500000000000001,-5.375595044751731,-6.368826291088108,21.54723897213628
0.96,-5.48331351030028,-6.664138598617795,21.330892302258864
0.97,-5.609363270631239,-6.975488598361148,21.144942112709682
0.98,-5.75360819471277,-7.302053651623857,20.991235675328838
0.99,-5.915912151513037,-7.6430111197116215,20.871620261956433
1.0,-6.096139010000203,-7.997538363930136,20.78794314443257
1.01,-6.294152639142431,-8.3648127455851,20.742051594597346
1.02,-6.509880759898002,-8.744809523798612,20.73712163350173
1.03,-6.742642997518738,-9.13674507981243,20.77741539815937
1.04,-6.991164157938844,-9.537487443810145,20.865031104741785
1.05,-7.2541629188414065,-9.94387190045925,21.00202749707687
1.06,-7.530357957909509,-10.352733734427233,21.190463318992528
1.07,-7.819094469479739,-10.76088597627182,21.43344445627499
1.08,-8.119961660364432,-11.16347195797985,21.734516079480482
1.09,-8.430119776658323,-11.554057217822281,22.093195170795518
1.1,-8.746612317912485,-11.926167386741799,22.50880441968859
1.11,-9.066523736303091,-12.273281891230766,22.980796402729062
1.12,-9.388110980713787,-12.586837060640503,23.512120127796198
1.1300000000000001,-9.70756963716176,-12.858554038214582,24.098556748782528
1.1400000000000001,-10.020011873036772,-13.081026496336158,24.7323432240571
1.1500000000000001,-10.320549855728585,-13.246848107388399,25.40571651198896
1.16,-10.604315047390365,-13.34701407403773,26.112219775166984
1.17,-10.86655285821913,-13.371250846037189,26.845601613193157
1.18,-11.102521312016027,-13.317956499044898,27.591535967715057
1.19,-11.307475312353803,-13.186188603752221,28.33511707046602
1.2,-11.47637436787358,-12.974209790405087,29.061579888147122
1.21,-11.60271234597242,-12.676767523558311,29.75792321844338
1.22,-11.684416973535072,-12.301368899942211,30.41108892574037
1.23,-11.720396709709155,-11.858244683994588,31.007761261520137
1.24,-11.709040346044498,-11.356945372647624,31.53437567906325
1.25,-11.6464417028406,-10.803687561117503,31.97889245727131
1.26,-11.53495889267187,-10.21229090588484,32.337023175604685
1.27,-11.37821211565635,-9.59817198582143,32.60552296932454
1.28,-11.177543314476033,-8.975121456955513,32.779063562967586
1.29,-10.935343599478845,-8.35433420487701,32.85764155164524
1.3,-10.658229480855804,-7.747929716907041,32.847846742045206
1.31,-10.35252616641879,-7.168038377745902,32.755721756858314
1.32,-10.022225273178108,-6.6242289367070795,32.58438674294639
1.33,-9.673271594691576,-6.121406739819124,32.343028213181164
1.34,-9.312190055480208,-5.664046199868233,32.04212705682815
1.35,-8.945206445450376,-5.257289318930434,31.6900239225998
1.36,-8.577175540454158,-4.902672351128008,31.29330141582985
1.37,-8.212563630970354,-4.598432515629949,30.86079477173124
1.3800000000000001,-7.855837070197268,-4.34279547483482,30.401353464625004
1.3900000000000001,-7.511631733668084,-4.134640684013894,29.922459745409274
1.4000000000000001,-7.183120796998471,-3.972031772800154,29.42856506885882
1.41,-6.872167140096112,-3.8512609815063805,28.92460342679869
1.42,-6.5806254476166535,-3.76860600615096,28.415522477024716
1.43,-6.3106591799474145,-3.720904683715002,27.905816817939485
1.44,-6.063733774434852,-3.7057311498820398,27.398212789613815
1.45,-5.840165284161412,-3.7200168670706555,26.895111869901054
1.46,-5.640257474550111,-3.7606815466665484,26.39891886914746
1.47,-5.46430819394051,-3.825167507885069,25.91196863137344
1.48,-5.3122905965473715,-3.912089620503423,25.435910783269883
1.49,-5.183944478543087,-4.019726442801777,24.972037688676505
1.5,-5.079007480787832,-4.146343667856389,24.521639530832108
1.51,-4.9969917095673875,-4.290506186810768,24.086068003473027
1.52,-4.936875277639747,-4.452042752648152,23.66672019025797
1.53,-4.898369688108582,-4.630453428626453,23.264676885539973
1.54,-4.8812528984949735,-4.825175182955192,22.88099623585258
1.55,-4.885302866320001,-5.0356449838438895,22.516736387729328
1.56,-4.910143685484525,-5.261536832495246,22.173024989402556
1.57,-4.9542276486419885,-5.5045591738839414,21.85175524907257
1.58,-5.017273846496124,-5.764899617661619,21.554692035076133
1.59,-5.0993671235603015,-6.042224498138997,21.283478473680844
1.6,-5.2005923243478875,-6.336200149626787,21.039757691154307
1.61,-5.321034293372251,-6.646492906435707,20.825172813764127
1.62,-5.460777875146761,-6.972769102876471,20.6413669677779
1.6300000000000001,-5.619907914184784,-7.314695073259795,20.48998327946323
1.6400000000000001,-5.798411021659164,-7.672399480387627,20.373097100244355
1.6500000000000001,-5.995579993638543,-8.047229789361962,20.294885943247635
1.6600000000000001,-6.210700364135893,-8.437664208340127,20.258210668045574
1.67,-6.443098688409483,-8.841813367806957,20.26567058198391
