t,x,y,z
0.0,1.0,1.0,1.0
0.01,0.9801620799764519,1.011912494193367,0.955945884905198
0.02,0.9606248683320999,1.02365429591614,0.9136831243929683
0.03,0.9413662243448299,1.0352292068998459,0.8731172963327777
0.04,0.9223769144812648,1.0466384200547383,0.8342114372781586
0.05,0.9036477052080278,1.0578831282910715,0.7969285837826433
0.06,0.8851693629917421,1.0689645245190995,0.7612317723997643
0.07,0.8669326542990305,1.0798838016490766,0.7270840396830536
0.08,0.8489283455965164,1.0906421525912569,0.6944484221860436
0.09,0.8311472033508227,1.1012407702558944,0.6632879564622668
0.1,0.8135799940285725,1.1116808475532434,0.6335656790652554
0.11,0.7962132084644117,1.121964367327534,0.6052230685345354
0.12,0.7790048021787361,1.1320985454657686,0.5780548753165877
0.13,0.7619425411132053,1.1420850212150968,0.5520010959774678
0.14,0.7450219514733415,1.1519239939138464,0.5270404022065617
0.15,0.7282385594646675,1.1616156629003456,0.503151465693255
0.16,0.7115878912927057,1.1711602275129225,0.4803129581269333
0.17,0.6950654731629787,1.1805578870899054,0.45850355119698233
0.18,0.678666831281009,1.1898088409696221,0.43770191659278784
0.19,0.662387491852319,1.198913288490401,0.41788672600373555
0.2,0.6462229810824314,1.2078714289905703,0.399036651119211
0.21,0.6301688251768687,1.216683461808458,0.3811303636286001
0.22,0.6142205503411533,1.2253495862823924,0.36414653522128837
0.23,0.5983566865440589,1.2338729058647748,0.34797438604028125
0.24,0.5825510275890232,1.2422573283808036,0.3324751458853824
0.25,0.5668016478531345,1.2505026097896517,0.31763589546748655
0.26,0.5511067681393883,1.2586084810215683,0.30344448023857895
0.27,0.5354646092507802,1.2665746730068024,0.2898887456506448
0.28,0.5198733919903058,1.2744009166756032,0.27695653715566937
0.29,0.5043313371609606,1.2820869429582196,0.26463570020563787
0.3,0.48883666556574,1.289632482784901,0.25291408025253537
0.31,0.47338759800763963,1.2970372670858965,0.24177952274834721
0.32,0.4579823552896551,1.304301026791455,0.2312198731450586
0.33,0.4426191582147818,1.3114234928318256,0.2212229768946547
0.34,0.4272962275860154,1.3184043961372574,0.21177667944912076
0.35000000000000003,0.4120006222527713,1.325245164280952,0.20280844972746928
0.36,0.39671527862080347,1.3319478858792893,0.19422177858330986
0.37,0.3814398113814292,1.3385121370501798,0.18600926756713804
0.38,0.3661739727072717,1.3449374731075536,0.17816425732353053
0.39,0.35091751477095423,1.3512234493653408,0.17068008849706395
0.4,0.3356701897451,1.3573696211374708,0.1635501017323149
0.41000000000000003,0.32043174980233224,1.3633755437378738,0.15676763767386004
0.42,0.3052019471152743,1.3692407724804798,0.15032603696627594
0.43,0.2899805338565493,1.3749648626792188,0.14421864025413927
0.44,0.27476726219878045,1.3805473696480206,0.13843878818202665
0.45,0.25956188431459104,1.3859878487008153,0.13297982139451467
0.46,0.24436415237660428,1.3912858551515326,0.12783508053617998
0.47000000000000003,0.2291693434718204,1.3964414898818724,0.12297320593913973
0.48,0.21396556303019632,1.4014557749949619,0.11832246325608033
0.49,0.19875276864323443,1.406328334587826,0.11387574560324046
0.5,0.18353160177546296,1.4110587106212102,0.10962969991063833
0.51,0.16830270389141005,1.41564644505586,0.10558097310829209
0.52,0.15306671645560388,1.4200910798525206,0.1017262121262199
0.53,0.13782428093257254,1.4243921569719376,0.09806206389443994
0.54,0.1225760387868442,1.428549218374856,0.09458517534297037
0.55,0.10732263148294702,1.4325618060220218,0.09129219340182933
0.56,0.0920647004854091,1.4364294618741797,0.08817976500103501
0.5700000000000001,0.07680288725875864,1.4401517278920757,0.08524453707060557
0.58,0.061537833267523934,1.4437281460364546,0.08248315654055921
0.59,0.04626976869136399,1.4471582860689358,0.07988997063641998
0.6,0.03099186252838988,1.4504422282285176,0.07741958883828401
0.61,0.01570237282143455,1.453579787326627,0.07505447204227535
0.62,0.0004024667131368037,1.4565705922676302,0.0727932648869257
0.63,-0.014906688653864575,1.4594142719558936,0.07063461201076669
0.64,-0.030223926136930826,1.4621104552957833,0.06857715805233003
0.65,-0.04554807859342312,1.464658771191666,0.06661954765014738
0.66,-0.06087797888070273,1.4670588485479081,0.0647604254427504
0.67,-0.07621245985613082,1.4693103162688756,0.06299843606867077
0.68,-0.09155035437706865,1.4714128032589353,0.06133222416644017
0.6900000000000001,-0.10689049530087738,1.4733659384224531,0.05976043437459025
0.7000000000000001,-0.12223171548491826,1.4751693506637957,0.0582817113316527
0.71,-0.13757284778655232,1.4768226688873294,0.05689469967615919
0.72,-0.15291275463975013,1.4783255208768704,0.05559787691709624
0.73,-0.16825443356395398,1.4796774086632865,0.054366246639674126
0.74,-0.18359945906004985,1.4808779917794381,0.05318249274277089
0.75,-0.19894636074926647,1.4819270666375397,0.052046429978915676
0.76,-0.21429366825283264,1.4828244296498057,0.05095787310063762
0.77,-0.22963991119197708,1.4835698772284502,0.049916636860465866
0.78,-0.2449836191879285,1.4841632057856877,0.048922536010929565
0.79,-0.26032332186191576,1.4846042117337326,0.04797538530455785
0.8,-0.27565754883516747,1.484892691484799,0.04707499949387986
0.81,-0.2909848297289125,1.4850284414511012,0.04622119333142474
0.8200000000000001,-0.3063036941643795,1.485011258044854,0.04541378156972164
0.8300000000000001,-0.3216126717627974,1.4848409376782712,0.0446525789612997
0.84,-0.3369102921453946,1.4845172767635673,0.043937400258688065
0.85,-0.35219508493340024,1.4840400717129567,0.04326806021441586
0.86,-0.36746557974804295,1.4834091189386536,0.04264437358101224
0.87,-0.382720377057847,1.4826242006088781,0.042065746804475904
0.88,-0.39796076658840934,1.4816846042881744,0.04151603354005394
