t,x,y,z
0.0,17.67715816276679,12.931379185960404,43.91404334248268
0.01,15.393889077486907,7.246856670786815,44.27958917940965
0.02,12.069200396426437,1.4107702851049595,43.56946974985638
0.03,8.05742358389212,-4.01488537350976,42.16293580348901
0.04,3.7428161723097624,-8.673439485646504,40.560173828326775
0.05,-0.528207229495196,-12.391858492561795,39.210813357578964
0.06,-4.479693522920101,-15.102834552798742,38.41002472285125
0.07,-7.901004892987081,-16.759018259161277,38.26819475721597
0.08,-10.626638802314988,-17.30264082791536,38.71921889447879
0.09,-12.527909997961883,-16.70316436964,39.53900381534956
0.1,-13.50841130291953,-14.982500018641261,40.42922080090114
0.11,-13.54194257315876,-12.314247292496319,41.06975844411672
0.12,-12.661431284776416,-8.947568465262739,41.239805639473495
0.13,-10.981348016095701,-5.215751032605258,40.85279738096849
0.14,-8.685633667830071,-1.458612179044658,39.97290093493388
0.15,-5.993934048323826,2.0506746717973434,38.774693952201304
0.16,-3.125273470480572,5.129227005355618,37.472943629053525
0.17,-0.2760166157198797,7.678230329592085,36.2647291993296
0.18,2.3959487470518273,9.657738888120875,35.29118334414663
0.19,4.772517299182951,11.056249965865875,34.62280757515988
0.2,6.768532686715327,11.872631037242131,34.26103845038792
0.21,8.323092301164063,12.110994109272472,34.151408265883724
0.22,9.403286046735628,11.79812091409283,34.19581118374896
0.23,9.988826037845804,10.97377154724113,34.27942168289905
0.24,10.089635882423332,9.712230033343,34.29570325014377
0.25,9.73000878595839,8.106423703249362,34.15489518260933
0.26,8.966223439039455,6.276291613534065,33.80983460974617
0.27,7.867799930130148,4.338068728847923,33.251993523532555
0.28,6.520381467913354,2.403107304392001,32.508540799929236
0.29,5.012653210397902,0.5567319442447345,31.632972701391473
0.3,3.4270866254499888,-1.141492526613632,30.687096594677282
0.31,1.836718383164794,-2.656535986070487,29.732506109500292
0.32,0.2998195005830071,-3.9744676941563273,28.82123866173056
0.33,-1.142200100533572,-5.096851393387908,27.990361886102445
0.34,-2.460180509764741,-6.031761596959232,27.264132506800067
0.35000000000000003,-3.6371228970194913,-6.791675453539146,26.653622743084625
0.36,-4.665562691039925,-7.3893243620096465,26.157901534993687
0.37,-5.543696380141371,-7.837913056881379,25.76956355711849
